,inchikey,hmdb,kegg,inchi code
C01404_Arginine ethyl ester,AKGWUHIOEVNNPC-LURJTMIESA-N,,C01404,"InChI=1S/C8H18N4O2/c1-2-14-7(13)6(9)4-3-5-12-8(10)11/h6H,2-5,9H2,1H3,(H4,10,11,12)/t6-/m0/s1"
C00074_PEP,DTBNBXWJWCWCIK-UHFFFAOYSA-N,HMDB0000263,C00074,"InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)"
C01015_Hydroxyproline,PMMYEEVYMWASQN-IMJSIDKUSA-N,HMDB0240251,C01015,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4-/m0/s1"
C07151_Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,HMDB0001921,C07151,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)"
C03145_N-Formylmethionine,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,HMDB0001015,C03145,"InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1"
C00055_CMP,IERHLVCPSMICTF-XVFCMESISA-N,HMDB0000095,C00055,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"
C00213_Sarcosine,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,HMDB0000271,C00213,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)"
C01772_o-Coumarate,PMOWTIHVNWZYFI-AATRIKPKSA-N,HMDB0002641,C01772,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+"
C00780_Serotonin,QZAYGJVTTNCVMB-UHFFFAOYSA-N,HMDB0000259,C00780,"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2"
C00956_alpha-Aminoadipate,OYIFNHCXNCRBQI-BYPYZUCNSA-N,HMDB0000510,C00956,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/t4-/m0/s1"
